"ride_id","full_date","day_name","day_of_week","week_of_year","is_weekend","ride_city","region","country","driver_id","driver_name","driver_age","driver_city","experience_years","driver_avg_rating","active_status","promo_code","is_promotional","discount_percent","distance_km","duration_min","fare_usd","ride_rating","fare_per_km","fare_per_min"
761,"2024-11-23","Saturday",6,47,True,"Miami","South","US",161,"Thomas Watson",54,"Los Angeles",9,"4.40","Active","WELCOME5",True,"0.0500","20.80",34,"59.08","4.10","2.8404","1.7376"
762,"2024-11-30","Saturday",6,48,True,"Chicago","Midwest","US",133,"Adrienne Thompson",40,"Miami",7,"4.20","Inactive","DISCOUNT10",True,"0.1000","7.10",15,"12.74","4.30","1.7944","0.8493"
763,"2024-11-08","Friday",5,45,False,"Chicago","Midwest","US",125,"Gabriel Jackson",55,"New York",5,"4.80","Inactive","SAVE20",True,"0.2000","28.30",59,"24.35","3.70","0.8604","0.4127"
764,"2024-11-16","Saturday",6,46,True,"San Francisco","West","US",149,"Catherine Washington",54,"Los Angeles",10,"4.10","Active","NO_PROMO",False,"0.0000","39.10",92,"23.61","3.90","0.6038","0.2566"
765,"2024-11-11","Monday",1,46,False,"Los Angeles","West","US",132,"Kaitlin Walton",27,"Los Angeles",6,"4.80","Active","SAVE20",True,"0.2000","2.60",4,"4.29","4.70","1.6500","1.0725"
766,"2024-11-04","Monday",1,45,False,"New York","Northeast","US",169,"Jacqueline Porter",56,"Miami",9,"4.50","Active","DISCOUNT10",True,"0.1000","36.60",70,"50.83","4.10","1.3888","0.7261"
767,"2024-11-21","Thursday",4,47,False,"Miami","South","US",173,"Sharon Thomas",43,"Miami",8,"4.90","Inactive","DISCOUNT10",True,"0.1000","22.10",46,"12.43","4.70","0.5624","0.2702"
768,"2024-11-21","Thursday",4,47,False,"San Francisco","West","US",170,"Erik Greene",37,"Chicago",20,"5.00","Inactive","NO_PROMO",False,"0.0000","31.30",49,"51.43","3.80","1.6431","1.0496"
769,"2024-11-27","Wednesday",3,48,False,"Los Angeles","West","US",200,"Amy Guzman",36,"New York",20,"4.30","Active","SAVE20",True,"0.2000","25.10",44,"15.99","4.20","0.6371","0.3634"
770,"2024-11-14","Thursday",4,46,False,"San Francisco","West","US",128,"Chad Johnson",29,"Chicago",7,"4.40","Active","DISCOUNT10",True,"0.1000","2.20",4,"3.95","3.50","1.7955","0.9875"
771,"2024-11-19","Tuesday",2,47,False,"New York","Northeast","US",186,"Christopher Franco",37,"New York",20,"4.80","Inactive","WELCOME5",True,"0.0500","21.30",50,"35.73","4.90","1.6775","0.7146"
772,"2024-11-18","Monday",1,47,False,"New York","Northeast","US",129,"Mary Andrews",46,"New York",3,"4.40","Active","DISCOUNT10",True,"0.1000","4.80",10,"12.46","4.30","2.5958","1.2460"
773,"2024-11-27","Wednesday",3,48,False,"Los Angeles","West","US",153,"Omar Dunn",40,"San Francisco",2,"4.60","Active","DISCOUNT10",True,"0.1000","25.50",58,"19.13","4.40","0.7502","0.3298"
774,"2024-11-06","Wednesday",3,45,False,"San Francisco","West","US",150,"Jordan Lee",60,"New York",13,"4.50","Inactive","WELCOME5",True,"0.0500","46.40",111,"137.83","4.10","2.9705","1.2417"
775,"2024-11-10","Sunday",7,45,True,"Los Angeles","West","US",157,"Manuel Smith",31,"Los Angeles",16,"4.20","Inactive","NO_PROMO",False,"0.0000","48.70",109,"126.92","3.60","2.6062","1.1644"
776,"2024-11-30","Saturday",6,48,True,"Chicago","Midwest","US",191,"Angel Sharp",59,"Miami",11,"4.20","Inactive","NO_PROMO",False,"0.0000","28.30",67,"60.89","3.50","2.1516","0.9088"
777,"2024-11-30","Saturday",6,48,True,"Los Angeles","West","US",169,"Jacqueline Porter",56,"Miami",9,"4.50","Active","NO_PROMO",False,"0.0000","2.50",4,"4.54","4.80","1.8160","1.1350"
778,"2024-11-14","Thursday",4,46,False,"New York","Northeast","US",158,"Holly Li",47,"Chicago",14,"4.10","Inactive","NO_PROMO",False,"0.0000","3.30",6,"6.92","4.40","2.0970","1.1533"
779,"2024-11-22","Friday",5,47,False,"Miami","South","US",130,"David Craig",50,"New York",18,"4.70","Inactive","DISCOUNT10",True,"0.1000","35.00",66,"49.19","4.90","1.4054","0.7453"
780,"2024-11-03","Sunday",7,44,True,"Los Angeles","West","US",135,"Michael Jackson",56,"Los Angeles",19,"4.80","Inactive","DISCOUNT10",True,"0.1000","7.70",11,"15.99","4.70","2.0766","1.4536"
781,"2024-11-10","Sunday",7,45,True,"Chicago","Midwest","US",169,"Jacqueline Porter",56,"Miami",9,"4.50","Active","WELCOME5",True,"0.0500","34.90",79,"69.02","4.10","1.9777","0.8737"
782,"2024-11-04","Monday",1,45,False,"New York","Northeast","US",168,"Andrew Dunn",25,"Los Angeles",19,"4.80","Active","WELCOME5",True,"0.0500","7.50",17,"11.05","4.10","1.4733","0.6500"
783,"2024-11-06","Wednesday",3,45,False,"Los Angeles","West","US",174,"Eric Gonzalez",44,"New York",12,"5.00","Active","WELCOME5",True,"0.0500","29.80",53,"22.30","4.70","0.7483","0.4208"
784,"2024-11-08","Friday",5,45,False,"Miami","South","US",165,"Leonard Willis",29,"Los Angeles",3,"4.40","Active","NO_PROMO",False,"0.0000","15.90",36,"45.61","3.60","2.8686","1.2669"
785,"2024-11-12","Tuesday",2,46,False,"New York","Northeast","US",108,"Ronald Holden",35,"Los Angeles",7,"4.90","Active","WELCOME5",True,"0.0500","10.40",24,"9.58","4.40","0.9212","0.3992"
786,"2024-11-09","Saturday",6,45,True,"New York","Northeast","US",177,"Charles Guerrero",58,"San Francisco",9,"4.70","Active","SAVE20",True,"0.2000","39.40",66,"51.16","3.80","1.2985","0.7752"
787,"2024-11-27","Wednesday",3,48,False,"New York","Northeast","US",198,"Taylor Stephenson",58,"Chicago",3,"4.80","Inactive","NO_PROMO",False,"0.0000","47.70",87,"63.06","4.50","1.3220","0.7248"
788,"2024-11-20","Wednesday",3,47,False,"New York","Northeast","US",196,"Stephen Ryan",54,"Miami",9,"4.80","Inactive","DISCOUNT10",True,"0.1000","35.10",63,"43.25","4.30","1.2322","0.6865"
789,"2024-11-10","Sunday",7,45,True,"Miami","South","US",172,"William Richards",36,"Miami",1,"4.80","Inactive","DISCOUNT10",True,"0.1000","17.10",35,"37.88","4.10","2.2152","1.0823"
790,"2024-11-06","Wednesday",3,45,False,"Los Angeles","West","US",156,"Peggy Scott PhD",37,"Miami",12,"4.30","Inactive","DISCOUNT10",True,"0.1000","39.80",80,"77.51","4.20","1.9475","0.9689"
791,"2024-11-08","Friday",5,45,False,"New York","Northeast","US",179,"Johnathan Shah",52,"New York",14,"4.80","Inactive","SAVE20",True,"0.2000","45.90",105,"128.24","4.50","2.7939","1.2213"
792,"2024-11-13","Wednesday",3,46,False,"Los Angeles","West","US",132,"Kaitlin Walton",27,"Los Angeles",6,"4.80","Active","SAVE20",True,"0.2000","27.00",63,"27.68","4.80","1.0252","0.4394"
793,"2024-11-25","Monday",1,48,False,"New York","Northeast","US",120,"Andrew Heath",26,"Los Angeles",3,"4.20","Active","SAVE20",True,"0.2000","39.00",80,"111.70","4.00","2.8641","1.3963"
794,"2024-11-07","Thursday",4,45,False,"Los Angeles","West","US",154,"Heather Meyer",58,"San Francisco",11,"4.00","Active","SAVE20",True,"0.2000","10.40",19,"16.54","4.20","1.5904","0.8705"
795,"2024-11-21","Thursday",4,47,False,"San Francisco","West","US",139,"John Deleon",47,"San Francisco",11,"4.30","Inactive","SAVE20",True,"0.2000","15.40",24,"27.84","4.90","1.8078","1.1600"
796,"2024-11-28","Thursday",4,48,False,"San Francisco","West","US",143,"Martha Nunez",36,"New York",4,"4.10","Active","WELCOME5",True,"0.0500","11.00",27,"22.16","4.60","2.0145","0.8207"
797,"2024-11-04","Monday",1,45,False,"New York","Northeast","US",195,"Kathleen Soto",31,"Chicago",9,"4.40","Active","DISCOUNT10",True,"0.1000","25.50",58,"53.75","3.70","2.1078","0.9267"
798,"2024-11-03","Sunday",7,44,True,"Los Angeles","West","US",115,"Patrick Hall",37,"Chicago",4,"4.40","Active","DISCOUNT10",True,"0.1000","26.00",39,"29.53","3.50","1.1358","0.7572"
799,"2024-11-04","Monday",1,45,False,"Los Angeles","West","US",118,"Jimmy Davis",51,"Miami",2,"4.70","Active","WELCOME5",True,"0.0500","39.70",98,"48.07","4.00","1.2108","0.4905"
800,"2024-11-22","Friday",5,47,False,"Los Angeles","West","US",150,"Jordan Lee",60,"New York",13,"4.50","Inactive","NO_PROMO",False,"0.0000","29.90",54,"83.43","4.80","2.7903","1.5450"
801,"2024-11-11","Monday",1,46,False,"San Francisco","West","US",137,"Steven Alexander",47,"Los Angeles",20,"4.10","Active","WELCOME5",True,"0.0500","42.10",76,"105.52","3.80","2.5064","1.3884"
802,"2024-11-18","Monday",1,47,False,"Los Angeles","West","US",166,"Alexa Thomas",56,"New York",14,"4.60","Inactive","NO_PROMO",False,"0.0000","37.40",70,"56.18","4.50","1.5021","0.8026"
803,"2024-11-09","Saturday",6,45,True,"Miami","South","US",171,"Catherine Gonzalez",43,"Los Angeles",19,"4.50","Active","WELCOME5",True,"0.0500","41.60",65,"41.55","4.20","0.9988","0.6392"
804,"2024-11-14","Thursday",4,46,False,"Los Angeles","West","US",165,"Leonard Willis",29,"Los Angeles",3,"4.40","Active","NO_PROMO",False,"0.0000","18.50",34,"28.04","4.20","1.5157","0.8247"
805,"2024-11-14","Thursday",4,46,False,"New York","Northeast","US",150,"Jordan Lee",60,"New York",13,"4.50","Inactive","NO_PROMO",False,"0.0000","5.80",11,"9.23","3.60","1.5914","0.8391"
806,"2024-11-11","Monday",1,46,False,"San Francisco","West","US",186,"Christopher Franco",37,"New York",20,"4.80","Inactive","WELCOME5",True,"0.0500","29.00",44,"76.12","4.70","2.6248","1.7300"
807,"2024-11-13","Wednesday",3,46,False,"Los Angeles","West","US",170,"Erik Greene",37,"Chicago",20,"5.00","Inactive","SAVE20",True,"0.2000","17.20",36,"11.36","4.00","0.6605","0.3156"
808,"2024-11-06","Wednesday",3,45,False,"New York","Northeast","US",171,"Catherine Gonzalez",43,"Los Angeles",19,"4.50","Active","WELCOME5",True,"0.0500","6.80",11,"6.60","4.00","0.9706","0.6000"
809,"2024-11-26","Tuesday",2,48,False,"Los Angeles","West","US",200,"Amy Guzman",36,"New York",20,"4.30","Active","SAVE20",True,"0.2000","27.70",46,"26.01","4.80","0.9390","0.5654"
810,"2024-11-07","Thursday",4,45,False,"Chicago","Midwest","US",198,"Taylor Stephenson",58,"Chicago",3,"4.80","Inactive","DISCOUNT10",True,"0.1000","30.70",66,"35.42","3.90","1.1537","0.5367"
811,"2024-11-26","Tuesday",2,48,False,"New York","Northeast","US",166,"Alexa Thomas",56,"New York",14,"4.60","Inactive","DISCOUNT10",True,"0.1000","32.00",50,"20.32","3.90","0.6350","0.4064"
812,"2024-11-15","Friday",5,46,False,"San Francisco","West","US",197,"Michael Shields",49,"Los Angeles",4,"4.40","Active","SAVE20",True,"0.2000","5.70",9,"16.41","4.60","2.8789","1.8233"
813,"2024-11-05","Tuesday",2,45,False,"New York","Northeast","US",122,"Randall Cook",32,"Chicago",15,"5.00","Inactive","WELCOME5",True,"0.0500","17.00",31,"50.94","4.10","2.9965","1.6432"
814,"2024-11-18","Monday",1,47,False,"Los Angeles","West","US",183,"Ashley Burke",37,"San Francisco",19,"4.80","Inactive","NO_PROMO",False,"0.0000","32.70",62,"81.16","4.20","2.4820","1.3090"
815,"2024-11-24","Sunday",7,47,True,"Chicago","Midwest","US",119,"April Rodriguez",44,"Chicago",4,"5.00","Active","WELCOME5",True,"0.0500","38.70",82,"86.43","4.90","2.2333","1.0540"
816,"2024-11-06","Wednesday",3,45,False,"Chicago","Midwest","US",165,"Leonard Willis",29,"Los Angeles",3,"4.40","Active","SAVE20",True,"0.2000","6.60",15,"16.89","4.50","2.5591","1.1260"
817,"2024-11-19","Tuesday",2,47,False,"Los Angeles","West","US",149,"Catherine Washington",54,"Los Angeles",10,"4.10","Active","DISCOUNT10",True,"0.1000","32.10",70,"32.88","4.60","1.0243","0.4697"
818,"2024-11-02","Saturday",6,44,True,"San Francisco","West","US",102,"Holly Sherman",39,"Los Angeles",19,"4.30","Active","WELCOME5",True,"0.0500","5.80",13,"5.58","4.60","0.9621","0.4292"
819,"2024-11-19","Tuesday",2,47,False,"New York","Northeast","US",179,"Johnathan Shah",52,"New York",14,"4.80","Inactive","SAVE20",True,"0.2000","3.70",7,"8.99","4.00","2.4297","1.2843"
820,"2024-11-04","Monday",1,45,False,"Miami","South","US",170,"Erik Greene",37,"Chicago",20,"5.00","Inactive","DISCOUNT10",True,"0.1000","33.50",63,"71.47","3.60","2.1334","1.1344"
821,"2024-11-18","Monday",1,47,False,"San Francisco","West","US",185,"Diane Harmon",34,"Los Angeles",4,"4.80","Active","SAVE20",True,"0.2000","14.50",26,"40.17","4.00","2.7703","1.5450"
822,"2024-11-06","Wednesday",3,45,False,"San Francisco","West","US",164,"Joshua Williams",33,"San Francisco",9,"4.50","Inactive","DISCOUNT10",True,"0.1000","44.40",109,"33.07","4.10","0.7448","0.3034"
823,"2024-11-11","Monday",1,46,False,"Chicago","Midwest","US",134,"Ashley Foster",59,"Los Angeles",12,"4.30","Inactive","DISCOUNT10",True,"0.1000","31.00",60,"86.49","4.20","2.7900","1.4415"
824,"2024-11-29","Friday",5,48,False,"San Francisco","West","US",125,"Gabriel Jackson",55,"New York",5,"4.80","Inactive","WELCOME5",True,"0.0500","45.00",79,"124.28","4.90","2.7618","1.5732"
825,"2024-11-05","Tuesday",2,45,False,"San Francisco","West","US",153,"Omar Dunn",40,"San Francisco",2,"4.60","Active","SAVE20",True,"0.2000","21.90",34,"53.66","4.30","2.4502","1.5782"
826,"2024-11-02","Saturday",6,44,True,"Miami","South","US",114,"Sara Alvarado",46,"Miami",17,"4.10","Active","SAVE20",True,"0.2000","40.70",65,"74.20","3.80","1.8231","1.1415"
827,"2024-11-24","Sunday",7,47,True,"New York","Northeast","US",130,"David Craig",50,"New York",18,"4.70","Inactive","SAVE20",True,"0.2000","41.80",85,"122.20","3.90","2.9234","1.4376"
828,"2024-11-30","Saturday",6,48,True,"Los Angeles","West","US",133,"Adrienne Thompson",40,"Miami",7,"4.20","Inactive","WELCOME5",True,"0.0500","11.40",25,"23.69","3.50","2.0781","0.9476"
829,"2024-11-23","Saturday",6,47,True,"San Francisco","West","US",105,"Jeffrey King",49,"Los Angeles",4,"4.40","Inactive","WELCOME5",True,"0.0500","48.50",73,"114.62","3.70","2.3633","1.5701"
830,"2024-11-16","Saturday",6,46,True,"Miami","South","US",105,"Jeffrey King",49,"Los Angeles",4,"4.40","Inactive","SAVE20",True,"0.2000","4.70",8,"11.02","4.90","2.3447","1.3775"
831,"2024-11-13","Wednesday",3,46,False,"Chicago","Midwest","US",189,"Christopher Garcia",59,"San Francisco",19,"4.90","Inactive","DISCOUNT10",True,"0.1000","7.30",15,"10.35","4.70","1.4178","0.6900"
832,"2024-11-16","Saturday",6,46,True,"Los Angeles","West","US",143,"Martha Nunez",36,"New York",4,"4.10","Active","WELCOME5",True,"0.0500","33.80",70,"86.99","4.30","2.5737","1.2427"
833,"2024-11-21","Thursday",4,47,False,"New York","Northeast","US",173,"Sharon Thomas",43,"Miami",8,"4.90","Inactive","SAVE20",True,"0.2000","5.40",11,"16.05","3.80","2.9722","1.4591"
834,"2024-11-28","Thursday",4,48,False,"San Francisco","West","US",181,"Deanna Clarke",28,"San Francisco",18,"4.90","Inactive","SAVE20",True,"0.2000","42.10",80,"36.08","4.50","0.8570","0.4510"
835,"2024-11-01","Friday",5,44,False,"Miami","South","US",122,"Randall Cook",32,"Chicago",15,"5.00","Inactive","WELCOME5",True,"0.0500","42.70",91,"35.66","4.30","0.8351","0.3919"
836,"2024-11-07","Thursday",4,45,False,"San Francisco","West","US",181,"Deanna Clarke",28,"San Francisco",18,"4.90","Inactive","WELCOME5",True,"0.0500","17.50",40,"39.28","3.80","2.2446","0.9820"
837,"2024-11-09","Saturday",6,45,True,"San Francisco","West","US",107,"James Jones",41,"Los Angeles",5,"5.00","Inactive","DISCOUNT10",True,"0.1000","27.80",63,"38.75","4.60","1.3939","0.6151"
838,"2024-11-08","Friday",5,45,False,"Chicago","Midwest","US",157,"Manuel Smith",31,"Los Angeles",16,"4.20","Inactive","WELCOME5",True,"0.0500","44.80",87,"131.40","4.20","2.9330","1.5103"
839,"2024-11-25","Monday",1,48,False,"Miami","South","US",147,"Raymond Hill",38,"Chicago",16,"4.30","Inactive","NO_PROMO",False,"0.0000","41.80",100,"111.95","4.70","2.6782","1.1195"
840,"2024-11-07","Thursday",4,45,False,"San Francisco","West","US",103,"Crystal Cook",57,"Chicago",9,"4.50","Inactive","NO_PROMO",False,"0.0000","28.00",66,"31.67","4.60","1.1311","0.4798"
841,"2024-11-08","Friday",5,45,False,"Los Angeles","West","US",173,"Sharon Thomas",43,"Miami",8,"4.90","Inactive","WELCOME5",True,"0.0500","26.10",48,"66.08","4.60","2.5318","1.3767"
842,"2024-11-21","Thursday",4,47,False,"San Francisco","West","US",139,"John Deleon",47,"San Francisco",11,"4.30","Inactive","NO_PROMO",False,"0.0000","38.90",65,"84.67","4.10","2.1766","1.3026"
843,"2024-11-26","Tuesday",2,48,False,"Miami","South","US",177,"Charles Guerrero",58,"San Francisco",9,"4.70","Active","DISCOUNT10",True,"0.1000","38.20",90,"40.14","4.40","1.0508","0.4460"
844,"2024-11-10","Sunday",7,45,True,"Los Angeles","West","US",101,"William Black",56,"San Francisco",15,"4.80","Active","SAVE20",True,"0.2000","18.90",36,"13.10","4.70","0.6931","0.3639"
845,"2024-11-29","Friday",5,48,False,"Los Angeles","West","US",196,"Stephen Ryan",54,"Miami",9,"4.80","Inactive","WELCOME5",True,"0.0500","15.80",23,"32.28","4.60","2.0430","1.4035"
846,"2024-11-14","Thursday",4,46,False,"San Francisco","West","US",200,"Amy Guzman",36,"New York",20,"4.30","Active","DISCOUNT10",True,"0.1000","22.10",42,"64.37","4.70","2.9127","1.5326"
847,"2024-11-18","Monday",1,47,False,"Chicago","Midwest","US",151,"Kristen Smith",55,"Chicago",14,"4.70","Inactive","WELCOME5",True,"0.0500","47.10",92,"123.50","3.60","2.6221","1.3424"
848,"2024-11-07","Thursday",4,45,False,"San Francisco","West","US",149,"Catherine Washington",54,"Los Angeles",10,"4.10","Active","SAVE20",True,"0.2000","2.70",5,"8.04","4.90","2.9778","1.6080"
849,"2024-11-09","Saturday",6,45,True,"Chicago","Midwest","US",174,"Eric Gonzalez",44,"New York",12,"5.00","Active","SAVE20",True,"0.2000","29.50",69,"54.00","5.00","1.8305","0.7826"
850,"2024-11-27","Wednesday",3,48,False,"Los Angeles","West","US",127,"Katherine Ellison",42,"Los Angeles",11,"4.60","Inactive","DISCOUNT10",True,"0.1000","17.00",39,"16.87","4.70","0.9924","0.4326"
851,"2024-11-30","Saturday",6,48,True,"Los Angeles","West","US",128,"Chad Johnson",29,"Chicago",7,"4.40","Active","WELCOME5",True,"0.0500","15.50",24,"24.79","4.70","1.5994","1.0329"
852,"2024-11-30","Saturday",6,48,True,"San Francisco","West","US",145,"Adam Noble",52,"San Francisco",11,"4.80","Active","DISCOUNT10",True,"0.1000","3.30",5,"6.55","4.10","1.9848","1.3100"
853,"2024-11-01","Friday",5,44,False,"San Francisco","West","US",115,"Patrick Hall",37,"Chicago",4,"4.40","Active","DISCOUNT10",True,"0.1000","29.40",68,"84.50","4.30","2.8741","1.2426"
854,"2024-11-29","Friday",5,48,False,"San Francisco","West","US",194,"Jill Patterson",53,"San Francisco",18,"4.80","Inactive","NO_PROMO",False,"0.0000","34.70",63,"29.02","4.30","0.8363","0.4606"
855,"2024-11-17","Sunday",7,46,True,"Miami","South","US",102,"Holly Sherman",39,"Los Angeles",19,"4.30","Active","NO_PROMO",False,"0.0000","3.60",6,"8.73","3.70","2.4250","1.4550"
856,"2024-11-30","Saturday",6,48,True,"New York","Northeast","US",181,"Deanna Clarke",28,"San Francisco",18,"4.90","Inactive","SAVE20",True,"0.2000","11.10",18,"8.56","4.40","0.7712","0.4756"
857,"2024-11-20","Wednesday",3,47,False,"Miami","South","US",170,"Erik Greene",37,"Chicago",20,"5.00","Inactive","DISCOUNT10",True,"0.1000","23.10",35,"34.26","4.50","1.4831","0.9789"
858,"2024-11-19","Tuesday",2,47,False,"Miami","South","US",199,"Monica Copeland",37,"San Francisco",10,"4.10","Inactive","SAVE20",True,"0.2000","39.70",91,"65.13","3.70","1.6406","0.7157"
859,"2024-11-16","Saturday",6,46,True,"Los Angeles","West","US",103,"Crystal Cook",57,"Chicago",9,"4.50","Inactive","SAVE20",True,"0.2000","14.20",22,"9.57","4.60","0.6739","0.4350"
860,"2024-11-21","Thursday",4,47,False,"San Francisco","West","US",127,"Katherine Ellison",42,"Los Angeles",11,"4.60","Inactive","SAVE20",True,"0.2000","41.10",94,"96.40","4.60","2.3455","1.0255"
861,"2024-11-25","Monday",1,48,False,"Los Angeles","West","US",126,"Linda Gray",45,"Miami",2,"4.90","Active","NO_PROMO",False,"0.0000","18.80",32,"24.29","4.00","1.2920","0.7591"
862,"2024-11-19","Tuesday",2,47,False,"New York","Northeast","US",132,"Kaitlin Walton",27,"Los Angeles",6,"4.80","Active","NO_PROMO",False,"0.0000","6.10",12,"7.07","3.80","1.1590","0.5892"
863,"2024-11-26","Tuesday",2,48,False,"Los Angeles","West","US",167,"Glenn Schultz",33,"Los Angeles",17,"4.80","Active","NO_PROMO",False,"0.0000","21.50",51,"14.85","4.90","0.6907","0.2912"
864,"2024-11-22","Friday",5,47,False,"Chicago","Midwest","US",191,"Angel Sharp",59,"Miami",11,"4.20","Inactive","NO_PROMO",False,"0.0000","40.40",77,"43.27","4.10","1.0710","0.5619"
865,"2024-11-16","Saturday",6,46,True,"New York","Northeast","US",133,"Adrienne Thompson",40,"Miami",7,"4.20","Inactive","SAVE20",True,"0.2000","25.30",50,"14.63","4.50","0.5783","0.2926"
866,"2024-11-19","Tuesday",2,47,False,"San Francisco","West","US",175,"Erica Roberts",49,"Miami",20,"5.00","Inactive","WELCOME5",True,"0.0500","45.40",75,"61.72","4.70","1.3595","0.8229"
867,"2024-11-17","Sunday",7,46,True,"San Francisco","West","US",140,"David Walker",59,"Chicago",2,"4.60","Inactive","DISCOUNT10",True,"0.1000","10.30",24,"13.80","4.00","1.3398","0.5750"
868,"2024-11-06","Wednesday",3,45,False,"Miami","South","US",148,"Isaiah Evans",60,"Chicago",3,"4.90","Inactive","SAVE20",True,"0.2000","42.50",71,"126.67","4.90","2.9805","1.7841"
869,"2024-11-12","Tuesday",2,46,False,"San Francisco","West","US",181,"Deanna Clarke",28,"San Francisco",18,"4.90","Inactive","DISCOUNT10",True,"0.1000","24.90",50,"29.79","4.00","1.1964","0.5958"
870,"2024-11-24","Sunday",7,47,True,"Los Angeles","West","US",122,"Randall Cook",32,"Chicago",15,"5.00","Inactive","SAVE20",True,"0.2000","20.20",43,"33.51","4.30","1.6589","0.7793"
871,"2024-11-23","Saturday",6,47,True,"Chicago","Midwest","US",131,"Lance Fox",58,"Miami",14,"4.90","Active","NO_PROMO",False,"0.0000","27.40",46,"37.44","3.80","1.3664","0.8139"
872,"2024-11-10","Sunday",7,45,True,"San Francisco","West","US",164,"Joshua Williams",33,"San Francisco",9,"4.50","Inactive","NO_PROMO",False,"0.0000","36.00",73,"105.72","4.70","2.9367","1.4482"
873,"2024-11-03","Sunday",7,44,True,"Chicago","Midwest","US",184,"Nathaniel Smith",34,"Miami",2,"4.40","Inactive","SAVE20",True,"0.2000","42.10",66,"78.90","4.50","1.8741","1.1955"
874,"2024-11-16","Saturday",6,46,True,"Los Angeles","West","US",188,"Molly Bell",47,"Los Angeles",17,"4.60","Active","SAVE20",True,"0.2000","21.40",51,"47.74","4.90","2.2308","0.9361"
875,"2024-11-12","Tuesday",2,46,False,"New York","Northeast","US",126,"Linda Gray",45,"Miami",2,"4.90","Active","DISCOUNT10",True,"0.1000","11.80",24,"14.45","3.60","1.2246","0.6021"
876,"2024-11-19","Tuesday",2,47,False,"Chicago","Midwest","US",103,"Crystal Cook",57,"Chicago",9,"4.50","Inactive","WELCOME5",True,"0.0500","17.40",40,"49.53","4.60","2.8466","1.2383"
877,"2024-11-16","Saturday",6,46,True,"Chicago","Midwest","US",171,"Catherine Gonzalez",43,"Los Angeles",19,"4.50","Active","DISCOUNT10",True,"0.1000","9.90",20,"20.61","3.70","2.0818","1.0305"
878,"2024-11-21","Thursday",4,47,False,"Los Angeles","West","US",126,"Linda Gray",45,"Miami",2,"4.90","Active","NO_PROMO",False,"0.0000","14.90",25,"35.60","3.50","2.3893","1.4240"
879,"2024-11-08","Friday",5,45,False,"San Francisco","West","US",171,"Catherine Gonzalez",43,"Los Angeles",19,"4.50","Active","NO_PROMO",False,"0.0000","7.40",13,"4.55","4.30","0.6149","0.3500"
880,"2024-11-18","Monday",1,47,False,"Los Angeles","West","US",147,"Raymond Hill",38,"Chicago",16,"4.30","Inactive","WELCOME5",True,"0.0500","25.30",60,"73.41","4.40","2.9016","1.2235"
881,"2024-11-02","Saturday",6,44,True,"Miami","South","US",120,"Andrew Heath",26,"Los Angeles",3,"4.20","Active","SAVE20",True,"0.2000","43.20",68,"51.62","3.70","1.1949","0.7591"
882,"2024-11-15","Friday",5,46,False,"San Francisco","West","US",107,"James Jones",41,"Los Angeles",5,"5.00","Inactive","NO_PROMO",False,"0.0000","18.70",34,"11.46","4.60","0.6128","0.3371"
883,"2024-11-03","Sunday",7,44,True,"San Francisco","West","US",140,"David Walker",59,"Chicago",2,"4.60","Inactive","NO_PROMO",False,"0.0000","32.90",69,"37.34","3.70","1.1350","0.5412"
884,"2024-11-27","Wednesday",3,48,False,"Miami","South","US",162,"Mrs. Shannon Ward",58,"New York",18,"5.00","Active","NO_PROMO",False,"0.0000","43.50",74,"22.03","3.90","0.5064","0.2977"
885,"2024-11-20","Wednesday",3,47,False,"New York","Northeast","US",174,"Eric Gonzalez",44,"New York",12,"5.00","Active","SAVE20",True,"0.2000","9.80",21,"18.57","4.80","1.8949","0.8843"
886,"2024-11-14","Thursday",4,46,False,"New York","Northeast","US",178,"Jeffery Williams",30,"Chicago",20,"4.60","Inactive","WELCOME5",True,"0.0500","27.70",62,"78.25","4.60","2.8249","1.2621"
887,"2024-11-08","Friday",5,45,False,"New York","Northeast","US",142,"Samuel Warren",58,"Chicago",20,"4.90","Active","WELCOME5",True,"0.0500","8.90",13,"8.80","4.00","0.9888","0.6769"
888,"2024-11-01","Friday",5,44,False,"Los Angeles","West","US",136,"Erik Simpson",29,"Chicago",16,"4.00","Inactive","DISCOUNT10",True,"0.1000","6.50",13,"7.19","4.00","1.1062","0.5531"
889,"2024-11-21","Thursday",4,47,False,"Chicago","Midwest","US",146,"Lawrence Santiago",43,"Chicago",17,"4.10","Inactive","SAVE20",True,"0.2000","32.30",69,"43.14","3.60","1.3356","0.6252"
890,"2024-11-06","Wednesday",3,45,False,"Los Angeles","West","US",164,"Joshua Williams",33,"San Francisco",9,"4.50","Inactive","DISCOUNT10",True,"0.1000","46.40",78,"33.00","4.80","0.7112","0.4231"
891,"2024-11-16","Saturday",6,46,True,"Los Angeles","West","US",110,"Brittany Cruz",59,"New York",17,"4.90","Inactive","WELCOME5",True,"0.0500","40.10",79,"33.47","3.70","0.8347","0.4237"
892,"2024-11-15","Friday",5,46,False,"Miami","South","US",189,"Christopher Garcia",59,"San Francisco",19,"4.90","Inactive","NO_PROMO",False,"0.0000","20.20",38,"20.63","4.50","1.0213","0.5429"
893,"2024-11-11","Monday",1,46,False,"New York","Northeast","US",102,"Holly Sherman",39,"Los Angeles",19,"4.30","Active","DISCOUNT10",True,"0.1000","26.40",50,"57.84","3.70","2.1909","1.1568"
